LOCATION,INDICATOR,SUBJECT,MEASURE,TIME_PERIOD,OBS_VALUE,ccodealp_year
HUN,PENSIONASSET,TOT,PC_GDP,2012,3.832,HUN12
CZE,PENSIONASSET,TOT,PC_GDP,2012,6.681,CZE12
AUS,PENSIONASSET,TOT,PC_GDP,2012,90.491,AUS12
THA,PRIVPENSIONASSET,TOT,MLN_USD,2012,22847.31,THA12
BGR,PRIVPENSIONASSET,TOT,MLN_USD,2012,3848.227,BGR12
MEX,PRIVPENSIONASSET,TOT,MLN_USD,2012,181574.006,MEX12
SVK,PRIVPENSIONASSET,TOT,MLN_USD,2012,8993.797,SVK12
NAM,PENSIONASSET,TOT,PC_GDP,2012,76.929,NAM12
MUS,PENSIONASSET,TOT,PC_GDP,2012,1.948,MUS12
SLV,PENSIONASSET,TOT,PC_GDP,2012,32.093,SLV12
AUT,PRIVPENSIONASSET,TOT,MLN_USD,2012,22257.271,AUT12
ZAF,PENSIONASSET,TOT,MLN_USD,2012,185940.726,ZAF12
URY,PENSIONASSET,TOT,PC_GDP,2012,17.4,URY12
PER,PENSIONASSET,TOT,MLN_USD,2012,37981.595,PER12
MLT,PENSIONASSET,TOT,MLN_USD,2012,758.906,MLT12
USA,PENSIONASSET,TOT,MLN_USD,2012,12166017.28,USA12
CHE,PENSIONASSET,TOT,MLN_USD,2012,734000.979,CHE12
JPN,PENSIONASSET,TOT,MLN_USD,2012,965097.133,JPN12
BEL,PENSIONASSET,TOT,PC_GDP,2012,4.466,BEL12
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2012,189.913,SRB12
TUR,PRIVPENSIONASSET,TOT,MLN_USD,2012,30199.729,TUR12
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2012,14337.364,CZE12
AGO,PENSIONASSET,TOT,MLN_USD,2015,1781.207,AGO15
MUS,PRIVPENSIONASSET,TOT,MLN_USD,2015,481.525,MUS15
JAM,PRIVPENSIONASSET,TOT,MLN_USD,2015,3291.527,JAM15
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2015,9016.554,CRI15
MWI,PENSIONASSET,TOT,PC_GDP,2015,6.809,MWI15
MWI,PENSIONASSET,TOT,MLN_USD,2015,455.882,MWI15
JAM,PENSIONASSET,TOT,PC_GDP,2015,23.804,JAM15
TZA,PRIVPENSIONASSET,TOT,MLN_USD,2015,4114.57,TZA15
ARM,PENSIONASSET,TOT,MLN_USD,2015,65.199,ARM15
URY,PENSIONASSET,TOT,MLN_USD,2015,10612.974,URY15
SRB,PENSIONASSET,TOT,MLN_USD,2015,260.268,SRB15
MLT,PENSIONASSET,TOT,PC_GDP,2015,31.467,MLT15
HKG,PENSIONASSET,TOT,PC_GDP,2015,37.189,HKG15
EST,PENSIONASSET,TOT,MLN_USD,2015,2844.229,EST15
BGR,PENSIONASSET,TOT,MLN_USD,2015,5247.651,BGR15
SWE,PENSIONASSET,TOT,PC_GDP,2015,8.657,SWE15
POL,PENSIONASSET,TOT,PC_GDP,2015,7.941,POL15
POL,PENSIONASSET,TOT,MLN_USD,2015,36607.521,POL15
NOR,PENSIONASSET,TOT,PC_GDP,2015,9.628,NOR15
NZL,PENSIONASSET,TOT,MLN_USD,2015,39729.357,NZL15
IRL,PENSIONASSET,TOT,PC_GDP,2015,40.662,IRL15
ISL,PENSIONASSET,TOT,MLN_USD,2015,25277.435,ISL15
DEU,PENSIONASSET,TOT,MLN_USD,2015,220177.425,DEU15
FIN,PENSIONASSET,TOT,MLN_USD,2015,112509.012,FIN15
BEL,PENSIONASSET,TOT,MLN_USD,2015,26337.277,BEL15
AUT,PENSIONASSET,TOT,MLN_USD,2015,22393.266,AUT15
MLT,PRIVPENSIONASSET,TOT,MLN_USD,2015,3424.792,MLT15
SVN,PRIVPENSIONASSET,TOT,MLN_USD,2015,2926.674,SVN15
CHL,PRIVPENSIONASSET,TOT,MLN_USD,2015,154711.201,CHL15
NLD,PRIVPENSIONASSET,TOT,MLN_USD,2015,1266433.541,NLD15
BRA,PRIVPENSIONASSET,TOT,MLN_USD,2015,310806.262,BRA15
ESP,PRIVPENSIONASSET,TOT,MLN_USD,2015,168043.862,ESP15
GRC,PRIVPENSIONASSET,TOT,MLN_USD,2015,1235.675,GRC15
DEU,PRIVPENSIONASSET,TOT,MLN_USD,2015,220177.425,DEU15
LUX,PRIVPENSIONASSET,TOT,MLN_USD,2015,1571.792,LUX15
SLV,PRIVPENSIONASSET,TOT,MLN_USD,2015,8637.019,SLV15
SGP,PENSIONASSET,TOT,MLN_USD,2015,211578.23,SGP15
GHA,PRIVPENSIONASSET,TOT,MLN_USD,2015,1231.317,GHA15
AUS,PRIVPENSIONASSET,TOT,MLN_USD,2015,1517612.539,AUS15
SRB,PENSIONASSET,TOT,PC_GDP,2015,0.671,SRB15
ZMB,PENSIONASSET,TOT,PC_GDP,2015,3.089,ZMB15
SVN,PENSIONASSET,TOT,PC_GDP,2015,5.718,SVN15
PAK,PENSIONASSET,TOT,PC_GDP,2015,0.05,PAK15
PAK,PENSIONASSET,TOT,MLN_USD,2015,145.845,PAK15
NGA,PENSIONASSET,TOT,PC_GDP,2015,5.57,NGA15
NGA,PENSIONASSET,TOT,MLN_USD,2015,26912.589,NGA15
CHN,PENSIONASSET,TOT,MLN_USD,2015,146745.744,CHN15
KOR,PENSIONASSET,TOT,MLN_USD,2015,108919.142,KOR15
FRA,PENSIONASSET,TOT,MLN_USD,2015,13261.949,FRA15
ROU,PRIVPENSIONASSET,TOT,MLN_USD,2015,6254.15,ROU15
PER,PRIVPENSIONASSET,TOT,MLN_USD,2015,36385.565,PER15
PAK,PRIVPENSIONASSET,TOT,MLN_USD,2015,145.845,PAK15
NGA,PRIVPENSIONASSET,TOT,MLN_USD,2015,26912.589,NGA15
EST,PRIVPENSIONASSET,TOT,MLN_USD,2015,3225.927,EST15
AGO,PRIVPENSIONASSET,TOT,MLN_USD,2015,1781.207,AGO15
MOZ,PENSIONASSET,TOT,MLN_USD,2015,71.82,MOZ15
DOM,PRIVPENSIONASSET,TOT,MLN_USD,2015,7385.829,DOM15
MUS,PENSIONASSET,TOT,MLN_USD,2015,481.525,MUS15
DOM,PENSIONASSET,TOT,PC_GDP,2015,10.496,DOM15
CRI,PENSIONASSET,TOT,PC_GDP,2015,16.09,CRI15
CRI,PENSIONASSET,TOT,MLN_USD,2015,9016.554,CRI15
CHN,PRIVPENSIONASSET,TOT,MLN_USD,2015,146745.744,CHN15
TZA,PENSIONASSET,TOT,PC_GDP,2015,9.37,TZA15
MYS,PRIVPENSIONASSET,TOT,MLN_USD,2015,273.066,MYS15
LTU,PRIVPENSIONASSET,TOT,MLN_USD,2015,2375.968,LTU15
LVA,PENSIONASSET,TOT,PC_GDP,2015,1.348,LVA15
LIE,PENSIONASSET,TOT,PC_GDP,2015,81.796,LIE15
LIE,PENSIONASSET,TOT,MLN_USD,2015,4973.783,LIE15
ISR,PENSIONASSET,TOT,PC_GDP,2015,54.464,ISR15
HRV,PENSIONASSET,TOT,PC_GDP,2015,22.677,HRV15
IDN,PENSIONASSET,TOT,PC_GDP,2015,1.736,IDN15
IND,PENSIONASSET,TOT,MLN_USD,2015,127659.387,IND15
HKG,PENSIONASSET,TOT,MLN_USD,2015,115076.715,HKG15
COL,PENSIONASSET,TOT,PC_GDP,2015,20.34,COL15
CHN,PENSIONASSET,TOT,PC_GDP,2015,1.376,CHN15
ALB,PENSIONASSET,TOT,PC_GDP,2015,0.065,ALB15
ALB,PENSIONASSET,TOT,MLN_USD,2015,7.396,ALB15
USA,PENSIONASSET,TOT,PC_GDP,2015,77.852,USA15
SWE,PENSIONASSET,TOT,MLN_USD,2015,43698.346,SWE15
ESP,PENSIONASSET,TOT,MLN_USD,2015,113175.331,ESP15
NOR,PENSIONASSET,TOT,MLN_USD,2015,34209.81,NOR15
NLD,PENSIONASSET,TOT,PC_GDP,2015,168.585,NLD15
LUX,PENSIONASSET,TOT,PC_GDP,2015,2.667,LUX15
IRL,PENSIONASSET,TOT,MLN_USD,2015,116649.85,IRL15
HUN,PENSIONASSET,TOT,PC_GDP,2015,3.95,HUN15
DNK,PENSIONASSET,TOT,PC_GDP,2015,43.734,DNK15
CZE,PENSIONASSET,TOT,PC_GDP,2015,8.066,CZE15
AUS,PENSIONASSET,TOT,PC_GDP,2015,118.275,AUS15
THA,PRIVPENSIONASSET,TOT,MLN_USD,2015,24667.072,THA15
BGR,PRIVPENSIONASSET,TOT,MLN_USD,2015,5247.651,BGR15
SVK,PRIVPENSIONASSET,TOT,MLN_USD,2015,8749.853,SVK15
MEX,PRIVPENSIONASSET,TOT,MLN_USD,2015,175939.065,MEX15
AGO,PENSIONASSET,TOT,PC_GDP,2015,1.728,AGO15
MOZ,PRIVPENSIONASSET,TOT,MLN_USD,2015,71.82,MOZ15
TTO,PENSIONASSET,TOT,PC_GDP,2011,16.652,TTO11
KEN,PENSIONASSET,TOT,PC_GDP,2011,11.075,KEN11
LTU,PENSIONASSET,TOT,PC_GDP,2011,3.859,LTU11
THA,PENSIONASSET,TOT,PC_GDP,2011,5.475,THA11
LVA,PENSIONASSET,TOT,MLN_USD,2011,208.628,LVA11
IDN,PENSIONASSET,TOT,MLN_USD,2011,15057.761,IDN11
EST,PENSIONASSET,TOT,PC_GDP,2011,6.8,EST11
COL,PENSIONASSET,TOT,MLN_USD,2011,54005.677,COL11
CHL,PENSIONASSET,TOT,PC_GDP,2011,57.919,CHL11
CHL,PENSIONASSET,TOT,MLN_USD,2011,134962.258,CHL11
BRA,PENSIONASSET,TOT,PC_GDP,2011,13.093,BRA11
SVK,PENSIONASSET,TOT,PC_GDP,2011,8.077,SVK11
GBR,PENSIONASSET,TOT,PC_GDP,2011,73.307,GBR11
TUR,PENSIONASSET,TOT,PC_GDP,2011,3.812,TUR11
PRT,PENSIONASSET,TOT,PC_GDP,2011,7.517,PRT11
PRT,PENSIONASSET,TOT,MLN_USD,2011,17127.422,PRT11
NZL,PENSIONASSET,TOT,PC_GDP,2011,15.429,NZL11
MEX,PENSIONASSET,TOT,PC_GDP,2011,12.629,MEX11
LUX,PENSIONASSET,TOT,MLN_USD,2011,1075.902,LUX11
KOR,PENSIONASSET,TOT,PC_GDP,2011,3.966,KOR11
ITA,PENSIONASSET,TOT,PC_GDP,2011,4.661,ITA11
ISL,PENSIONASSET,TOT,PC_GDP,2011,121.713,ISL11
HUN,PENSIONASSET,TOT,MLN_USD,2011,4406.199,HUN11
DEU,PENSIONASSET,TOT,PC_GDP,2011,5.535,DEU11
FRA,PENSIONASSET,TOT,PC_GDP,2011,0.243,FRA11
DNK,PENSIONASSET,TOT,MLN_USD,2011,154535.327,DNK11
CZE,PENSIONASSET,TOT,MLN_USD,2011,12412.663,CZE11
AUS,PENSIONASSET,TOT,MLN_USD,2011,1397418.348,AUS11
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2011,339.566,MKD11
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2011,616.211,ZMB11
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2011,202739.897,FRA11
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2011,191995.795,KOR11
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2011,322190.136,SWE11
TTO,PENSIONASSET,TOT,MLN_USD,2011,4290.272,TTO11
LSO,PENSIONASSET,TOT,PC_GDP,2011,11.583,LSO11
SGP,PENSIONASSET,TOT,PC_GDP,2011,58.953,SGP11
SGP,PENSIONASSET,TOT,MLN_USD,2011,159255.468,SGP11
UKR,PENSIONASSET,TOT,PC_GDP,2011,0.107,UKR11
ZAF,PENSIONASSET,TOT,PC_GDP,2011,41.592,ZAF11
SVN,PENSIONASSET,TOT,MLN_USD,2011,2373.671,SVN11
PER,PENSIONASSET,TOT,PC_GDP,2011,17.394,PER11
JPN,PENSIONASSET,TOT,PC_GDP,2011,16.695,JPN11
NLD,PENSIONASSET,TOT,MLN_USD,2011,1055651.904,NLD11
CAN,PENSIONASSET,TOT,MLN_USD,2011,1076272.173,CAN11
BRA,PENSIONASSET,TOT,MLN_USD,2011,308273.121,BRA11
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2011,15057.761,IDN11
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2011,18578.788,ISL11
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2011,581495.329,DNK11
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2011,5419.047,KEN11
KEN,PENSIONASSET,TOT,MLN_USD,2011,5419.047,KEN11
PAN,PENSIONASSET,TOT,PC_GDP,2011,0.624,PAN11
JAM,PENSIONASSET,TOT,MLN_USD,2011,3276.464,JAM11
DOM,PENSIONASSET,TOT,MLN_USD,2011,3055.0,DOM11
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2011,159255.468,SGP11
LTU,PENSIONASSET,TOT,MLN_USD,2011,1563.883,LTU11
IND,PENSIONASSET,TOT,PC_GDP,2011,4.837,IND11
BGR,PENSIONASSET,TOT,PC_GDP,2011,5.668,BGR11
GBR,PENSIONASSET,TOT,MLN_USD,2011,1886204.894,GBR11
CHE,PENSIONASSET,TOT,PC_GDP,2011,98.357,CHE11
ESP,PENSIONASSET,TOT,PC_GDP,2011,7.864,ESP11
ITA,PENSIONASSET,TOT,MLN_USD,2011,99440.6,ITA11
GRC,PENSIONASSET,TOT,PC_GDP,2011,0.036,GRC11
GRC,PENSIONASSET,TOT,MLN_USD,2011,94.629,GRC11
FIN,PENSIONASSET,TOT,PC_GDP,2011,42.131,FIN11
CAN,PENSIONASSET,TOT,PC_GDP,2011,61.698,CAN11
AUT,PENSIONASSET,TOT,PC_GDP,2011,4.761,AUT11
URY,PRIVPENSIONASSET,TOT,MLN_USD,2011,7765.438,URY11
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2011,298394.921,ZAF11
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2011,3748.358,LIE11
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2011,1825.743,LVA11
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2011,112839.621,ISR11
IND,PRIVPENSIONASSET,TOT,MLN_USD,2011,79339.089,IND11
COL,PRIVPENSIONASSET,TOT,MLN_USD,2011,54005.677,COL11
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2011,1.441,ALB11
USA,PRIVPENSIONASSET,TOT,MLN_USD,2011,18096471.53,USA11
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2011,1886204.894,GBR11
POL,PRIVPENSIONASSET,TOT,MLN_USD,2011,67589.74,POL11
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2011,23928.736,NZL11
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2011,2157881.809,CAN11
KEN,PENSIONASSET,TOT,PC_GDP,2019,12.68,KEN19
NAM,PENSIONASSET,TOT,PC_GDP,2019,83.084,NAM19
MUS,PENSIONASSET,TOT,PC_GDP,2019,10.839,MUS19
BWA,PENSIONASSET,TOT,PC_GDP,2019,51.862,BWA19
UGA,PRIVPENSIONASSET,TOT,MLN_USD,2019,3542.371,UGA19
LTU,PENSIONASSET,TOT,PC_GDP,2019,8.22,LTU19
THA,PENSIONASSET,TOT,PC_GDP,2019,7.283,THA19
LVA,PENSIONASSET,TOT,MLN_USD,2019,628.79,LVA19
MLT,PENSIONASSET,TOT,MLN_USD,2019,7284.139,MLT19
IDN,PENSIONASSET,TOT,MLN_USD,2019,20368.634,IDN19
EST,PENSIONASSET,TOT,PC_GDP,2019,17.126,EST19
COL,PENSIONASSET,TOT,MLN_USD,2019,86536.048,COL19
CHL,PENSIONASSET,TOT,PC_GDP,2019,81.926,CHL19
CHL,PENSIONASSET,TOT,MLN_USD,2019,215373.446,CHL19
BRA,PENSIONASSET,TOT,PC_GDP,2019,11.912,BRA19
SVK,PENSIONASSET,TOT,PC_GDP,2019,12.56,SVK19
GBR,PENSIONASSET,TOT,PC_GDP,2019,107.003,GBR19
TUR,PENSIONASSET,TOT,PC_GDP,2019,2.941,TUR19
PRT,PENSIONASSET,TOT,PC_GDP,2019,10.183,PRT19
PRT,PENSIONASSET,TOT,MLN_USD,2019,24523.751,PRT19
NZL,PENSIONASSET,TOT,PC_GDP,2019,30.211,NZL19
MEX,PENSIONASSET,TOT,PC_GDP,2019,17.885,MEX19
LUX,PENSIONASSET,TOT,MLN_USD,2019,2020.042,LUX19
KOR,PENSIONASSET,TOT,PC_GDP,2019,11.494,KOR19
JPN,PENSIONASSET,TOT,MLN_USD,2019,1045497.218,JPN19
ITA,PENSIONASSET,TOT,PC_GDP,2019,8.381,ITA19
ISL,PENSIONASSET,TOT,PC_GDP,2019,164.357,ISL19
HUN,PENSIONASSET,TOT,MLN_USD,2019,6098.369,HUN19
FRA,PENSIONASSET,TOT,PC_GDP,2019,1.305,FRA19
DNK,PENSIONASSET,TOT,MLN_USD,2019,169433.84,DNK19
CZE,PENSIONASSET,TOT,MLN_USD,2019,22445.09,CZE19
AUS,PENSIONASSET,TOT,MLN_USD,2019,1825932.3,AUS19
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2019,1412.51,MKD19
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2019,662.367,ZMB19
COL,PRIVPENSIONASSET,TOT,MLN_USD,2019,86536.048,COL19
CHE,PRIVPENSIONASSET,TOT,MLN_USD,2019,1150124.183,CHE19
PRT,PRIVPENSIONASSET,TOT,MLN_USD,2019,49317.713,PRT19
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2019,272569.419,FRA19
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2019,539365.866,SWE19
TTO,PRIVPENSIONASSET,TOT,MLN_USD,2019,7964.44,TTO19
MWI,PRIVPENSIONASSET,TOT,MLN_USD,2019,1153.978,MWI19
SGP,PENSIONASSET,TOT,PC_GDP,2019,82.428,SGP19
UKR,PRIVPENSIONASSET,TOT,MLN_USD,2019,132.706,UKR19
ZAF,PENSIONASSET,TOT,PC_GDP,2019,46.824,ZAF19
SVN,PENSIONASSET,TOT,MLN_USD,2019,3234.403,SVN19
NLD,PENSIONASSET,TOT,MLN_USD,2019,1773745.247,NLD19
CAN,PENSIONASSET,TOT,MLN_USD,2019,1597002.833,CAN19
BRA,PENSIONASSET,TOT,MLN_USD,2019,218405.885,BRA19
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2019,20368.634,IDN19
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2019,43641.883,ISL19
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2019,761777.461,DNK19
GEO,PRIVPENSIONASSET,TOT,MLN_USD,2019,177.156,GEO19
PAN,PRIVPENSIONASSET,TOT,MLN_USD,2019,623.89,PAN19
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2019,12810.703,KEN19
KEN,PENSIONASSET,TOT,MLN_USD,2019,12810.703,KEN19
TTO,PENSIONASSET,TOT,PC_GDP,2019,31.31,TTO19
JAM,PENSIONASSET,TOT,MLN_USD,2019,5352.828,JAM19
DOM,PENSIONASSET,TOT,MLN_USD,2019,11245.574,DOM19
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2019,314528.11,SGP19
UGA,PENSIONASSET,TOT,PC_GDP,2019,9.28,UGA19
UGA,PENSIONASSET,TOT,MLN_USD,2019,3542.371,UGA19
MYS,PENSIONASSET,TOT,PC_GDP,2019,0.231,MYS19
GHA,PENSIONASSET,TOT,PC_GDP,2019,4.87,GHA19
LTU,PENSIONASSET,TOT,MLN_USD,2019,4517.327,LTU19
UKR,PENSIONASSET,TOT,PC_GDP,2019,0.079,UKR19
EGY,PENSIONASSET,TOT,PC_GDP,2019,1.436,EGY19
EGY,PENSIONASSET,TOT,MLN_USD,2019,5023.854,EGY19
RUS,PENSIONASSET,TOT,MLN_USD,2019,99559.976,RUS19
IND,PENSIONASSET,TOT,PC_GDP,2019,8.315,IND19
BGR,PENSIONASSET,TOT,PC_GDP,2019,13.069,BGR19
GBR,PENSIONASSET,TOT,MLN_USD,2019,3142717.344,GBR19
CHE,PENSIONASSET,TOT,PC_GDP,2019,140.211,CHE19
ESP,PENSIONASSET,TOT,PC_GDP,2019,9.287,ESP19
SVK,PENSIONASSET,TOT,MLN_USD,2019,13323.524,SVK19
MEX,PENSIONASSET,TOT,MLN_USD,2019,232007.208,MEX19
ITA,PENSIONASSET,TOT,MLN_USD,2019,169151.461,ITA19
GRC,PENSIONASSET,TOT,PC_GDP,2019,0.85,GRC19
GRC,PENSIONASSET,TOT,MLN_USD,2019,1749.994,GRC19
DEU,PENSIONASSET,TOT,PC_GDP,2019,7.444,DEU19
FIN,PENSIONASSET,TOT,PC_GDP,2019,52.091,FIN19
CZE,PENSIONASSET,TOT,PC_GDP,2019,8.767,CZE19
CAN,PENSIONASSET,TOT,PC_GDP,2019,90.143,CAN19
AUT,PENSIONASSET,TOT,PC_GDP,2019,6.117,AUT19
URY,PRIVPENSIONASSET,TOT,MLN_USD,2019,15195.223,URY19
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2019,330276.327,ZAF19
RUS,PRIVPENSIONASSET,TOT,MLN_USD,2019,99559.976,RUS19
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2019,7430.56,LIE19
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2019,5700.974,LVA19
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2019,259912.108,ISR19
IND,PRIVPENSIONASSET,TOT,MLN_USD,2019,234531.937,IND19
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2019,26.891,ALB19
USA,PRIVPENSIONASSET,TOT,MLN_USD,2019,32202445.22,USA19
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2019,3142717.344,GBR19
POL,PRIVPENSIONASSET,TOT,MLN_USD,2019,47760.665,POL19
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2019,65769.127,NZL19
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2019,2814496.516,CAN19
MAC,PRIVPENSIONASSET,TOT,MLN_USD,2019,3784.872,MAC19
MAC,PENSIONASSET,TOT,PC_GDP,2019,6.815,MAC19
ZWE,PENSIONASSET,TOT,PC_GDP,2019,7.771,ZWE19
GEO,PENSIONASSET,TOT,MLN_USD,2019,177.156,GEO19
MOZ,PENSIONASSET,TOT,PC_GDP,2019,1.137,MOZ19
KAZ,PENSIONASSET,TOT,PC_GDP,2019,15.546,KAZ19
PAN,PRIVPENSIONASSET,TOT,MLN_USD,2017,537.36,PAN17
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2017,10463.01,KEN17
PNG,PENSIONASSET,TOT,PC_GDP,2017,16.635,PNG17
KEN,PENSIONASSET,TOT,MLN_USD,2017,10463.01,KEN17
JAM,PENSIONASSET,TOT,MLN_USD,2017,4230.188,JAM17
DOM,PENSIONASSET,TOT,MLN_USD,2017,9174.195,DOM17
UGA,PENSIONASSET,TOT,PC_GDP,2017,7.923,UGA17
UGA,PENSIONASSET,TOT,MLN_USD,2017,2486.759,UGA17
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2017,268449.309,SGP17
MYS,PENSIONASSET,TOT,PC_GDP,2017,0.163,MYS17
GHA,PENSIONASSET,TOT,PC_GDP,2017,4.195,GHA17
LTU,PENSIONASSET,TOT,MLN_USD,2017,3612.555,LTU17
UKR,PENSIONASSET,TOT,PC_GDP,2017,0.083,UKR17
EGY,PENSIONASSET,TOT,PC_GDP,2017,1.74,EGY17
EGY,PENSIONASSET,TOT,MLN_USD,2017,3598.344,EGY17
RUS,PENSIONASSET,TOT,MLN_USD,2017,96907.009,RUS17
IND,PENSIONASSET,TOT,PC_GDP,2017,7.005,IND17
CHE,PENSIONASSET,TOT,PC_GDP,2017,130.621,CHE17
BGR,PENSIONASSET,TOT,PC_GDP,2017,12.402,BGR17
GBR,PENSIONASSET,TOT,MLN_USD,2017,2653018.155,GBR17
ESP,PENSIONASSET,TOT,PC_GDP,2017,9.477,ESP17
SVK,PENSIONASSET,TOT,MLN_USD,2017,11964.779,SVK17
MEX,PENSIONASSET,TOT,MLN_USD,2017,173620.765,MEX17
ITA,PENSIONASSET,TOT,MLN_USD,2017,157386.538,ITA17
GRC,PENSIONASSET,TOT,PC_GDP,2017,0.756,GRC17
FIN,PENSIONASSET,TOT,PC_GDP,2017,51.813,FIN17
CZE,PENSIONASSET,TOT,PC_GDP,2017,8.715,CZE17
CAN,PENSIONASSET,TOT,PC_GDP,2017,86.141,CAN17
GRC,PENSIONASSET,TOT,MLN_USD,2017,1604.932,GRC17
DEU,PENSIONASSET,TOT,PC_GDP,2017,6.914,DEU17
AUT,PENSIONASSET,TOT,PC_GDP,2017,6.044,AUT17
URY,PRIVPENSIONASSET,TOT,MLN_USD,2017,16295.317,URY17
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2017,346106.474,ZAF17
RUS,PRIVPENSIONASSET,TOT,MLN_USD,2017,96907.009,RUS17
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2017,6075.228,LIE17
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2017,4448.308,LVA17
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2017,215029.54,ISR17
IND,PRIVPENSIONASSET,TOT,MLN_USD,2017,187258.695,IND17
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2017,15.598,ALB17
USA,PRIVPENSIONASSET,TOT,MLN_USD,2017,28747348.63,USA17
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2017,2653018.155,GBR17
POL,PRIVPENSIONASSET,TOT,MLN_USD,2017,57641.746,POL17
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2017,53975.16,NZL17
CHE,PRIVPENSIONASSET,TOT,MLN_USD,2017,1022637.36,CHE17
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2017,2721976.086,CAN17
MOZ,PENSIONASSET,TOT,PC_GDP,2017,0.757,MOZ17
PAN,PENSIONASSET,TOT,PC_GDP,2017,0.864,PAN17
SLV,PENSIONASSET,TOT,PC_GDP,2017,40.698,SLV17
BWA,PENSIONASSET,TOT,MLN_USD,2017,8309.756,BWA17
TZA,PENSIONASSET,TOT,MLN_USD,2017,4444.435,TZA17
GHA,PENSIONASSET,TOT,MLN_USD,2017,2496.36,GHA17
ARM,PRIVPENSIONASSET,TOT,MLN_USD,2017,218.614,ARM17
EGY,PRIVPENSIONASSET,TOT,MLN_USD,2017,3598.344,EGY17
ZAF,PENSIONASSET,TOT,MLN_USD,2017,196587.392,ZAF17
PER,PENSIONASSET,TOT,MLN_USD,2017,49077.556,PER17
MLT,PENSIONASSET,TOT,MLN_USD,2017,5595.559,MLT17
URY,PENSIONASSET,TOT,PC_GDP,2017,25.446,URY17
HRV,PENSIONASSET,TOT,MLN_USD,2017,15531.722,HRV17
CHE,PENSIONASSET,TOT,MLN_USD,2017,916820.688,CHE17
USA,PENSIONASSET,TOT,MLN_USD,2017,16733548.63,USA17
BEL,PENSIONASSET,TOT,PC_GDP,2017,7.659,BEL17
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2017,365.728,SRB17
HUN,PRIVPENSIONASSET,TOT,MLN_USD,2017,8769.84,HUN17
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2017,20919.89,CZE17
AGO,PENSIONASSET,TOT,MLN_USD,2017,901.21,AGO17
NAM,PRIVPENSIONASSET,TOT,MLN_USD,2017,12495.764,NAM17
MUS,PRIVPENSIONASSET,TOT,MLN_USD,2017,632.856,MUS17
JAM,PRIVPENSIONASSET,TOT,MLN_USD,2017,4230.188,JAM17
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2017,14892.006,CRI17
BWA,PRIVPENSIONASSET,TOT,MLN_USD,2017,8309.756,BWA17
JAM,PENSIONASSET,TOT,PC_GDP,2017,27.748,JAM17
NAM,PENSIONASSET,TOT,MLN_USD,2017,10863.552,NAM17
