year_x,wdi_gdpgr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_inflation,wdi_fertility,oecd_houswealth_t1a,oecd_houswealth_t1f,oecd_emplage_t1a,wdi_lfpyne,oecd_taxapw_t1,kun_wiqreco_all,nrmi_nrpi,kun_wiqreco_full,OECD_PPA,OECD_PFA_USD,OECD_PFA_PC_GDP
2006,9.76558336997708,16155.20743003925,28814.92031646545,4.43762042389211,1.58,22.08441,3.751591,31.4,35.59,39.032301,14.0,,,830.875,631.961,3.536
2007,7.579140520467647,17459.09831442783,31140.57983508986,6.60132603055634,1.69,21.79301,4.763069,34.1,37.9,39.004571,12.0,,,1330.63,1043.113,4.32
2008,-5.132000957685193,16607.56806439847,29621.76452999933,10.3623580313683,1.72,22.7122,4.5503,35.95,40.76,38.384307,14.0,,,1281.945,1023.411,4.425
2009,-14.62905503242227,14205.39488297656,25337.17523526103,-0.0784083112810205,1.7,25.42825,5.822919,28.35,38.95,39.170551,14.0,,,1686.527,1371.676,6.738
2010,2.444265117997844,14585.8386603429,26015.74635093255,2.97204512015696,1.72,27.66109,7.630136,25.35,37.62,40.089905,14.0,100.0,,1771.622,1430.685,7.263
2011,7.263084581286947,15692.78882933603,27990.13640763499,4.9819013145361,1.61,30.11719,7.550459,31.05,39.93,40.261904,,100.0,,1805.773,1467.283,6.8
2012,3.22820049358981,16257.47220435158,28997.32288453845,3.93339987296979,1.56,29.63053,8.503279,32.25,40.73,40.412424,,100.0,,2326.486,1953.439,8.264
2013,1.458428636159923,16553.383261103,29525.11886351169,2.78056658954996,1.52,27.08966,9.186977,32.35,39.71,39.915588,,100.0,,2843.47,2442.565,9.366
2014,3.011366586514555,17096.64457715822,30494.0963031973,-0.106175146521716,1.54,26.89101,9.751033,33.325,39.07,40.028984,,100.0,,3086.667,2676.423,10.996
2015,1.853020046293423,17402.03761280788,31038.80462870512,-0.492326006547338,1.58,29.11757,11.10174,36.25,41.76,39.048336,,100.0,,3225.927,2844.229,12.663
2016,3.155564814383084,17945.94496417491,32008.93435666138,0.148684907627356,1.6,29.13067,12.11701,37.475,43.19,38.992936,,100.0,,3656.075,3263.81,14.237
2017,5.792044674664936,18962.41030064482,33821.93290847004,3.41723549488057,1.59,28.66561,12.67308,40.55,46.05,39.012257,,100.0,,4838.612,4365.113,15.271
2018,3.784200849528261,19611.61099362805,34979.86704944073,3.43632688420445,1.67,,,41.7,47.33,36.474907,,100.0,,4977.605,4511.129,15.193
2019,3.739706681616454,20269.57513737897,36153.4319482746,2.27725931243518,1.66,,,,44.65,,,100.0,,5857.002,5341.61,17.126
2020,-0.5510012577471599,20118.10507299833,35883.26532526099,-0.444531097679859,1.58,,,,42.93,,,100.0,,7170.091,6505.786,19.304
2021,8.013462924008422,21707.2407508041,38717.6961505119,4.65316673847481,1.61,,,,40.28,,,100.0,,5835.45,5076.417,14.254
2022,-1.287411340504306,21207.31391704681,37826.01141410959,19.3982634080617,,,,,44.83,,,100.0,,5031.586,4312.569,11.175
2001,2.610019123920736,38784.77255225836,40842.34177242434,2.57844080098894,1.73,32.80144,8.900998,41.8,62.9,46.092829,12.0,,12.0,69070.125,60985.96,47.847
2002,1.70714896198065,39351.39039561831,41439.01923344798,1.57122012789382,1.72,33.79791,9.583787,40.675,62.35,45.658889,8.0,,8.0,84099.448,74247.96,47.681
2003,2.003784202850611,40044.30485558293,42168.69346719007,0.877440386254743,1.76,32.99138,9.158608,39.625,61.39,44.764667,8.0,,8.0,112230.18,99271.8,51.796
2004,3.992091290320872,41522.17508412236,43724.96612259805,0.187120559084453,1.8,32.41545,8.948174,39.4,59.76,44.223765,10.0,,9.0,143412.785,128327.527,59.344
2005,2.779850555561225,42530.61967718767,44786.90966430715,0.623874450025199,1.8,31.05686,8.613676,40.5,50.67,44.391512,14.0,,12.0,142462.932,127349.795,65.549
2006,4.027409658025732,44074.03092041412,46412.20034781758,1.56666380704384,1.84,28.9409,8.44284,42.1,51.8,44.022571,13.0,,11.0,171182.343,156919.233,68.913
2007,5.299336507390208,46212.64097412155,48664.26570707096,2.51066565240339,1.83,31.63457,8.644404,44.6,53.42,43.881646,13.0,,11.0,209057.337,186956.7,67.888
2008,0.7839950608765207,46358.62041129709,48817.989492787,4.06595355358378,1.85,39.74841,9.292311,44.7,53.47,43.83802,11.0,,10.0,183160.245,156896.083,58.033
2009,-8.074447432311302,42412.09784941831,44662.10014039603,-9.1736040326e-07,1.86,35.65388,9.175138,39.6,50.44,42.495874,10.0,,9.0,214594.657,191702.083,73.218
2010,3.185958654077027,43563.57219743652,45874.66130213992,1.1841352315465,1.87,34.13738,8.908297,38.8,49.38,42.292463,7.0,58.3397605675356,6.0,219258.394,197832.427,78.693
2011,2.547664838426272,44466.81769785724,46825.82483888314,3.41680754255211,1.83,38.10683,9.159431,40.375,50.52,42.346324,,58.4332675428208,,128722.917,107935.676,42.131
2012,-1.397545728177818,43637.24867136569,45952.24638336601,2.80833622561575,1.8,35.5046,9.095566,41.8,51.6,42.48978,,58.5586849340895,,141541.274,119600.971,45.09
2013,-0.901696316194844,43044.99712014741,45328.57532180406,1.47828615688804,1.75,32.26695,8.497869,41.525,51.83,43.109455,,58.6569199700096,,159313.632,135651.034,48.141
2014,-0.3649081568820662,42710.92128897293,44976.77644877083,1.04119621178439,1.71,30.61726,8.039776,41.35,52.06,43.595602,,58.7695315242093,,148854.731,126446.087,50.338
2015,0.5436592117654868,42801.90811672851,45072.59021462379,-0.207928839905218,1.65,29.9459,7.936019,40.475,52.21,43.512412,,59.9018617843529,,132904.816,112509.012,48.888
2016,2.811457766634334,43878.96672735787,46206.78781304944,0.356684500891696,1.57,30.41031,3.001616,41.65,52.19,44.114717,,72.115497122133,,134867.425,116075.321,50.625
2017,3.192409629684164,45173.62940671988,47570.13358384801,0.754015047084413,1.49,30.26421,2.822622,42.525,53.24,42.703288,,72.1906746579424,,162379.571,140620.575,51.813
2018,1.139718013430496,45627.91989472329,48048.52461605006,1.08382098409299,1.41,31.84763,2.859165,44.075,53.08,42.303088,,72.9535377837253,,151947.281,132183.606,49.449
2019,1.224748922062233,46135.88142426314,48583.43398979349,1.02409392963429,1.35,,,,53.89,,,73.0393367536235,,160854.602,140361.505,52.091
2020,-2.354965156794421,44984.73445054872,47371.21756987282,0.290554555653313,1.37,,,,52.22,,,73.1876648402759,,186741.158,164282.037,56.242
2021,3.046482271971016,46259.19691833814,48713.29148858533,2.19457432339993,1.46,,,,52.89,,,73.3183234513471,,197173.235,175302.627,61.685
2022,2.083775208529033,47088.32862799412,49586.40942719118,7.12350773301415,,,,,53.93,,,73.3272592091553,,169119.307,150888.04,52.658
2006,2.449323601118849,35821.87199477726,42362.985412525,1.67512449608728,2.0,27.41662,0.0,29.975,34.12,49.746218,25.0,,20.0,132412.497,1002.237,0.041
2007,2.424736243373047,36464.95926821576,43123.5011328544,1.48799805953858,1.98,27.02658,0.0,31.175,34.63,49.748358,22.0,,19.0,167124.569,2063.884,0.072
2008,0.2549459601240045,36354.65866410805,42993.0595165288,2.81286194914787,2.01,30.32488,0.0,31.425,34.73,49.764421,20.0,,18.0,170527.784,2587.17,0.093
2009,-2.873313828496308,35129.36223608584,41544.02260651216,0.0876204781574529,2.0,28.54533,0.0,30.475,35.6,49.836415,23.0,,21.0,200090.696,4321.8,0.155
2010,1.949437623126627,35638.12156034508,42145.68194567853,1.53112270420924,2.03,27.68277,0.0,30.125,35.02,49.897129,22.0,98.5993820333688,20.0,201878.441,5344.8,0.2
2011,2.192700632666543,36244.18716259184,42862.41579673903,2.11159795174997,2.01,29.10015,0.0,29.6,33.99,49.963928,,99.1082941211471,,202739.897,6469.5,0.243
2012,0.3131347510771718,36182.15112758164,42789.05191317173,1.95419531613507,2.01,29.18132,0.0,28.55,33.37,50.095021,,99.96895766789592,,225612.122,8839.98,0.321
2013,0.5763266747717921,36203.19086937741,42813.93353507321,0.863715497861826,1.99,28.95119,0.0,28.375,35.32,48.814028,,99.96895766789592,,254357.067,11860.26,0.406
2014,0.9561830523715572,36378.61866146991,43021.39463589031,0.507758822937957,2.0,28.53603,0.0,27.625,34.38,48.387327,,99.96895766789592,,237420.897,12593.508,0.483
2015,1.112912340574695,36652.92230521776,43345.78642815585,0.0375143805125363,1.96,27.85407,0.0,27.9,34.88,48.411618,,99.96895766789592,,224996.186,13261.949,0.554
2016,1.095464403720484,36956.79580032932,43705.14755932568,0.183334861123848,1.92,27.32631,0.0,27.85,34.92,48.045242,,99.9690742344559,,231232.647,14757.4,0.627
2017,2.291419994170212,37694.08330273043,44577.06457453943,1.03228275064674,1.89,27.374,0.0,28.675,34.98,47.59694,,99.9690742344559,,274646.896,19154.02,0.695
2018,1.865066070819992,38259.69776984741,45245.96086848753,1.85081508315494,1.87,,,29.85,35.67,47.633003,,99.9690742344559,,262658.42,19007.0,0.702
2019,1.842971814458963,38832.02420143027,45922.79473903126,1.10825492288292,1.86,,,,34.89,,,99.9690742344559,,272569.419,35724.12,1.305
2020,-7.784586491678709,35712.0751986828,42233.1396001127,0.476498852725083,1.83,,,,33.86,,,99.9690742344559,,318134.265,71801.302,2.533
2021,6.816589136498735,38045.90216130058,44993.12594552616,1.64233141038392,1.83,,,,37.97,,,99.9690742344559,,314279.511,84378.7,2.979
2022,2.562393564464699,38913.93741137782,46019.66539164839,5.22236748369725,,,,,40.34,,,99.9690742344559,,306276.323,242331.52,8.597
1995,1.544146495564448,31628.15981309428,39366.08863664882,1.70616041317077,1.25,44.13749,10.9332,,52.46,,14.0,,13.0,67501.398,67501.398,2.676
1996,0.8058228914900099,31790.86685960563,39568.60247408433,1.44972701963241,1.3,43.10981,10.74098,,50.38,,14.0,,13.0,67754.603,67754.603,2.778
1997,1.792160820945909,32313.2970704344,40218.8468799392,1.93937198922729,1.35,40.98606,10.45754,,49.67,,14.0,,14.0,73012.259,73012.259,3.379
1998,2.013932785193262,32959.07356914177,41022.61463113965,0.911183535014417,1.36,39.7505,10.28428,,50.0,,19.0,,19.0,78819.641,78819.641,3.608
1999,1.887261153994444,33559.39937374993,41769.81203290843,0.585433064230794,1.36,36.84553,9.959704,,50.76,,16.0,,16.0,83840.842,83840.842,3.911
2000,2.91250296366708,34490.07576886186,42928.18133667189,1.44026838719736,1.38,35.15629,10.4955,,50.41,52.863749,14.0,,14.0,73996.918,73996.918,3.893
2001,1.681468480970793,35011.06845750298,43576.63652601242,1.98385731334476,1.35,35.07335,10.67414,,50.39,51.909506,15.0,,15.0,67537.829,67537.829,3.527
2002,-0.1979738347713607,34883.05807354453,43417.3079988044,1.42080615551521,1.34,37.25743,11.31651,,50.01,52.474167,15.0,,14.0,77654.204,77654.204,3.369
2003,-0.700116686114356,34619.66406701846,43089.4738197519,1.03422218628564,1.34,36.4146,11.23312,,49.46,53.196448,18.0,,17.0,99583.598,99583.598,3.565
2004,1.175088131609868,35034.08060861815,43605.27867231094,1.66573696655992,1.36,36.27595,11.27865,,47.46,52.235619,23.0,,19.0,116972.956,116972.956,3.796
2005,0.7317071635541907,35310.4704669272,43949.28817917957,1.54691114751329,1.34,35.20055,11.30077,41.9,49.63,52.134375,25.0,,19.0,112274.814,112274.814,4.159
2006,3.816441912987997,36699.44678103599,45678.0819192686,1.57742642840567,1.33,35.82266,11.97523,43.525,50.45,52.314298,23.0,,18.0,132659.037,132659.037,4.223
2007,2.976455131315973,37842.35779135633,47100.60970469623,2.29834400700947,1.37,35.49729,12.12076,45.425,51.54,51.798265,26.0,,22.0,170371.004,170371.004,4.63
2008,0.95987913356484,38278.31300825307,47643.22273724014,2.62837981637219,1.38,39.3934,13.13523,46.65,52.16,51.343991,23.0,,20.0,165634.075,165634.075,4.674
2009,-5.693836336402853,36190.39288606981,45044.48638704375,0.312739007368458,1.36,38.94506,13.36477,45.975,51.76,50.789115,20.0,,18.0,187937.675,187937.675,5.334
2010,4.179882498736575,37760.91362839962,46999.23997098935,1.10381037789263,1.39,38.8914,13.5082,46.25,51.28,49.049591,19.0,100.0,17.0,187279.528,187279.528,5.466
2011,3.925192704634114,39977.34170953571,49757.92415667625,2.07517283735872,1.39,39.80233,13.97477,47.925,52.41,49.676747,,100.0,,192912.325,192912.325,5.535
2012,0.4184975942175981,40069.35395607424,49872.44748886812,2.00848884782951,1.41,39.54634,14.0542,46.6,50.7,49.653493,,100.0,,221111.507,221111.507,6.104
2013,0.4375913031446714,40135.01583198371,49954.17374933905,1.50472330251883,1.42,39.24718,14.12248,46.875,50.85,49.264716,,100.0,,236931.745,236931.745,6.111
2014,2.20954343134872,40851.16173048549,50845.52699542711,0.90679400043421,1.47,39.12764,14.32569,46.05,49.92,49.314137,,100.0,,236203.874,236203.874,6.646
2015,1.491931527607719,41103.25643637683,51159.29746438876,0.514426137125476,1.5,39.09534,14.28578,45.3,48.82,49.449011,,100.0,,220177.425,220177.425,6.683
2016,2.229999867820155,41682.03224335112,51879.67259379053,0.491747008445241,1.6,39.44667,14.19716,45.775,49.22,49.540753,,100.0,,227311.911,227311.911,6.879
2017,2.680231114058913,42639.55440872855,53071.45556999133,1.50949485109622,1.57,39.24511,13.9966,46.5,49.86,49.584077,,100.0,,270924.532,270924.532,6.914
2018,0.9812326060047384,42928.74123680124,53431.39286554488,1.73216879766946,1.57,,,47.175,50.28,49.495616,,100.0,,268545.518,268545.518,6.969
2019,1.056603898282887,43284.60245534928,53874.31665100987,1.44565976888251,1.54,,,,51.44,,,100.0,,290520.418,290520.418,7.444
2020,-3.696788705380428,41650.42271264927,51840.32969193581,0.144877925813972,1.53,,,,51.84,,,100.0,,338468.563,338468.563,8.104
2021,2.626987266725237,42726.485322007,53179.65440475146,3.06666666666666,1.58,,,,52.04,,,100.0,,325103.232,325103.232,7.935
2022,1.785208209644267,43032.1420845281,53560.09105604265,6.87257438551099,,,,,53.63,,,100.0,,267553.496,267553.496,6.47
2007,3.273746904211066,24072.8961576219,37619.66085617423,2.89500321516574,1.41,51.7439,0.3105062,23.95,30.76,42.074443,47.0,,37.0,36.217,36.217,0.011
2008,-0.3351723418058157,23928.60572417823,37394.1725254225,4.15279708110295,1.5,70.35223,0.396076,23.475,29.82,41.507574,46.0,,37.0,47.094,47.094,0.014
2009,-4.300733672691422,22839.34753257276,35691.94594309942,1.2100726919781,1.5,71.35466,0.6650493,22.775,30.49,41.269316,47.0,,38.0,65.449,65.449,0.019
2010,-5.478217742379627,21560.35335336576,33693.21147659635,4.71298907760393,1.48,75.48254,0.8257421,20.1,29.93,40.062385,57.0,100.0,44.0,70.78,70.78,0.024
2011,-10.1493148298685,19400.80773265826,30318.40466803834,3.3298532335065,1.4,78.68189,1.040964,16.1,29.13,42.99381,,100.0,,94.629,94.629,0.036
2012,-7.086696786380244,18123.67109719141,28322.57305813684,1.50152696177748,1.34,73.13984,1.024102,13.0,29.31,42.926573,,100.0,,113.455,113.455,0.046
2013,-2.515997221896512,17796.2576680722,27810.91122556909,-0.921269454256898,1.29,64.07535,0.9472252,11.85,28.51,41.302539,,100.0,,1350.179,1350.179,0.544
2014,0.4756959471370408,18000.4184639065,28129.96132444892,-1.31226096405516,1.3,69.3348,1.003475,13.3,27.93,40.407884,,100.0,,1322.167,1322.167,0.614
2015,-0.1960876297241327,18083.8779056547,28260.38667390645,-1.73588804765278,1.33,66.41835,1.176605,13.0,25.79,39.144387,,100.0,,1235.675,1235.675,0.644
2016,-0.4871732943019538,18070.78073228537,28239.91920638188,-0.825653978391008,1.38,66.2042,0.7371221,13.0,24.52,40.493172,,100.0,,1254.117,1254.117,0.682
2017,1.092149120172834,18304.30767706446,28604.86094026571,1.12125452031427,1.35,60.91393,0.7631387,14.15,24.89,40.78412,,100.0,,1604.932,1604.932,0.756
2018,1.668428636025141,18647.49572075146,29141.1743829385,0.625621413453588,1.35,,,14.0,23.15,40.930088,,100.0,,1584.382,1584.382,0.771
2019,1.884341784795197,19018.90212208232,29721.58576204276,0.25300752203812,1.34,,,,22.24,,,100.0,,1749.994,1749.994,0.85
2020,-9.004043642021458,17343.60998789018,27103.54090733715,-1.24798355581408,1.39,,,,20.91,,,100.0,,2016.125,2016.125,0.993
2021,8.434425501673815,18907.84914480152,29548.03891022165,1.22382501019855,1.39,,,,20.72,,,100.0,,2082.851,2082.851,1.012
2022,5.913708309468603,20167.55890286375,31516.6368539514,9.64525981280641,,,,,23.43,,,100.0,,1933.746,1933.746,0.872
2016,2.201001892938564,13035.3528590909,28212.61299611474,0.394769306686402,1.53,27.05314,3.580995,28.125,32.29,48.249027,,100.0,,7039.799,5105.457,4.141
2017,4.271976016206949,13628.4044885706,29496.16368247437,2.34824281150159,1.54,26.22918,3.602304,28.975,32.44,46.153846,,100.0,,8769.84,6363.176,4.193
2018,5.36234836176223,14377.42416029389,31117.27838134258,2.85024792594642,1.55,27.69214,3.356551,28.975,32.26,45.041322,,100.0,,7968.142,5875.894,3.805
2019,4.864225735118907,15083.5991718742,32645.6637288361,3.3385863538201,1.55,,,,32.19,,,100.0,,8494.83,6098.369,3.77
2020,-4.535550832815673,14430.4768288416,31232.10108099077,3.3267438576673,1.59,,,,31.2,,,100.0,,8921.915,6393.17,3.926
2021,7.20000034603936,15533.60889974257,33619.6266459951,5.11096534382858,1.59,,,,31.77,,,100.0,,8843.749,6166.076,3.635
2022,4.577905769260298,16288.98714546483,35254.50330354439,14.6081439492433,,,,,30.83,,,100.0,,7468.234,4974.79,2.806
2001,4.013497554735679,43288.07630463351,42626.92306844366,6.40508550386865,1.95,,,,79.92,29.337573,27.0,,,6349.354,6295.678,80.788
2002,0.5595190820076255,43143.46057970127,42484.51610774179,5.1970223021663,1.93,,,,71.38,30.862872,22.0,,,8614.644,8502.197,80.21
2003,2.142688378669106,43763.77561211324,43095.35686164228,2.0556632975374,1.99,18.11355,,67.35,80.4,31.517635,21.0,,,11875.619,11647.227,94.309
2004,7.802399507535426,46766.01687082121,46051.74388765003,3.15819324298464,2.04,,,66.05,79.33,31.931303,17.0,,,16685.937,16217.875,102.011
2005,6.124438965336125,48850.76586349239,48104.65181320036,3.98704782806592,2.05,,,70.475,76.09,32.052113,9.0,,,19725.876,19077.43,113.196
2006,6.316993086370744,50731.69068817126,49956.84864529959,6.68707906136661,2.08,,,72.05,78.63,31.760389,9.0,,,21627.689,20850.413,121.899
2007,8.454860096129508,53646.3690202759,52827.01012250494,5.05155736492145,2.09,,,74.225,79.88,30.539833,18.0,,,28097.03,27196.471,121.281
2008,2.209496418820976,53821.47082221005,52999.43753618036,12.6943942775878,2.15,,,71.7,78.15,30.936688,32.0,,,14679.437,13876.783,105.261
2009,-7.663809560259466,49527.39882809294,48770.95033671579,12.0031298461743,2.23,,,61.525,73.11,30.525266,39.0,,,15459.84,14645.388,112.47
2010,-2.83277491540855,48193.70140410132,47457.62291858363,5.39673113167484,2.2,,,61.725,73.67,33.362908,41.0,76.8142249334953,,18199.488,17131.957,117.256
2011,1.845779156242173,48933.54566143471,48186.1672876621,4.00102664343116,2.02,,,62.5,73.08,34.080548,,76.8142249334953,,18578.788,17506.748,121.713
2012,1.06363660743763,49191.57441716204,48440.25508408973,5.18589988750705,2.04,,,65.4,75.68,33.818231,,76.9830296686176,,19892.29,18772.808,131.235
2013,4.552460320151084,50946.8162625339,50168.68853496984,3.8722792374824,1.93,,,69.7,78.01,34.119549,,77.0524811620471,,24546.824,23196.483,136.048
2014,1.687215017506389,51233.24404680405,50450.74161209958,2.04461481539337,1.93,14.82839,,70.5,78.19,33.927186,,77.8282304978776,,24243.662,22985.167,139.804
2015,4.436663719371722,52951.68151108975,52142.9328074888,1.63305558181333,1.8,13.99976,,73.1,80.18,34.277062,,77.8331357950941,,26650.614,25277.435,141.753
2016,6.303687106501755,55513.6423015865,54665.76391581375,1.6969276199774,1.74,14.04619,,77.6,83.02,33.901883,,77.8331357950941,,32359.333,30524.309,137.089
2017,4.194948829083756,56501.45767887928,55638.49205917962,1.76041559180606,1.71,,,75.775,82.27,33.05638,,78.3127563919724,,40255.535,37962.048,150.04
2018,4.889172994865447,57697.80442374272,56816.56660094479,2.68291768267388,1.71,,,75.4,80.3,33.22011,,78.3127563919724,,38795.962,36437.12,149.038
2019,1.805161042235,57461.80196114566,56584.1686827215,3.01397179156056,1.74,,,,78.55,,,78.3127563919724,,43641.883,41040.673,164.357
2020,-7.241872034366992,52442.36177429211,51641.39208100962,2.84792401518658,1.72,,,,72.86,,,78.3127563919724,,47611.894,44985.033,196.061
2021,4.333402012087802,53825.2615913991,53003.17040768648,4.44423970189747,1.82,,,,74.6,,,80.8541874963571,,54207.271,51560.811,207.171
2022,6.444566324723795,55886.84359369608,55033.26518003827,8.3087551155892,,,,,77.92,,,80.95793392434,,49346.143,46687.374,176.069
2001,5.305820911572496,43631.69630692597,50408.82373079435,4.87290487290487,1.94,34.12537,22.41591,49.35,49.86,31.709847,5.0,,5.0,45077.437,45077.437,41.895
2002,5.899365761174423,45433.57888793246,52490.58513586553,4.614733276884,1.97,39.03031,20.05259,47.55,48.73,29.487785,4.0,,4.0,46992.352,46992.352,32.949
2003,3.013838078827732,46046.65348020968,53198.88601966649,3.49048968029138,1.96,36.3876,22.58626,47.5,49.42,30.416768,7.0,,7.0,70034.613,70034.613,38.091
2004,6.788140204354519,48281.50837809172,55780.8715060606,2.19962850718543,1.93,36.42071,22.74137,47.725,48.88,30.97389,7.0,,6.0,84904.733,84904.733,39.891
2005,5.739782168855896,49952.50293539596,57711.41460256852,2.42969198392961,1.86,35.84353,23.18142,48.7,53.28,30.317498,5.0,,4.0,91937.324,91937.324,45.76
2006,4.987853473494795,51049.05496513852,58978.28943571965,3.93163989540532,1.91,35.88524,24.07656,50.25,54.99,29.119889,2.0,,1.0,115559.243,115559.243,47.451
2007,5.310118146918413,52227.89555460371,60340.23436362344,4.89711564381346,2.01,38.36895,23.58954,63.025,69.37,28.077575,3.0,,2.0,127487.099,127487.099,43.945
2008,-4.484070492194718,48879.22787266242,56471.4322495697,4.06030495117353,2.06,42.80227,22.05659,57.075,65.96,28.170787,2.0,,1.0,88399.253,88399.253,33.916
2009,-5.095782755323171,45919.68274209336,53052.19345214286,-4.47810339150477,2.06,41.93412,23.57858,45.3,60.06,29.763172,6.0,,5.0,104011.32,104011.32,42.591
2010,1.682971538359752,46438.76969391404,53651.90799157346,-0.922095829024469,2.05,41.07899,24.18511,38.7,53.86,30.858078,10.0,77.1985135583818,9.0,100883.1,100883.1,45.104
2011,0.8338301485552222,46622.23949188022,53863.87537969753,2.5571888318692,2.03,40.73754,23.07441,36.15,51.37,32.601063,,77.2980489045294,,93548.97,93548.97,42.078
2012,-0.0055420106699415,46422.52573825155,53633.14093076698,1.69620897294545,1.98,39.60373,25.29875,34.775,50.27,33.037422,,77.4022828443106,,106211.7,106211.7,45.943
2013,1.125689645998349,46698.55665462374,53952.04656555539,0.508714869485436,1.93,38.88375,28.27381,36.55,49.89,33.847384,,77.4022828443106,,126187.65,126187.65,51.036
2014,8.649350607576082,50368.13773949649,58191.60820835689,0.182542316627949,1.89,36.94849,30.26371,36.8,48.05,34.02648,,77.4022828443106,,136534.784,130879.98,55.149
2015,24.37044535469879,62053.98443815867,71692.5682039104,-0.289879079012739,1.85,37.12564,32.47509,37.85,47.42,33.226567,,77.4022828443106,,122324.155,116649.85,40.662
2016,2.006654115098925,62588.66828360957,72310.30223669791,0.0083063377356993,1.81,37.08302,34.27922,41.975,50.46,32.662337,,77.4022828443106,,107780.671,101683.757,35.764
2017,9.00534242438529,67486.27179561777,77968.62985255432,0.340531561461793,1.77,36.83517,34.11326,39.95,46.69,32.578389,,77.81147078935,,127769.824,120169.86,33.565
2018,8.527541391484306,72339.42184865364,83575.59924108455,0.488370168032449,1.75,,,40.275,46.72,32.699693,,78.6049625580729,,125746.19,118507.5,31.609
2019,5.440937334238185,75239.30289339928,86925.90658179756,0.939044481054341,1.71,,,,47.06,,,79.5030934921594,,148913.41,140425.0,35.077
2020,6.184538038816228,79074.54013508938,91356.85505380198,-0.334584625428444,1.63,,,,43.68,,,81.8186232688053,,162459.45,152605.837,33.141
2021,13.5882471079549,88966.67216048072,102785.4902386903,2.35814296241712,1.72,,,,50.2,,,82.8645411593712,,175066.333,164227.0,33.405
2022,11.96958029750006,98561.6240494809,113870.7855495968,7.8073754099672,,,,,53.08,,,82.8645411593712,,144433.415,134839.785,24.97
2000,8.671655276991743,29321.32540074845,30476.39162367456,1.03264094955491,2.95,,,28.18493,58.34,29.576715,38.0,,33.0,27777.53,27777.53,23.838
2001,0.3340706434410663,28733.94126055011,29865.86843464563,1.15131578947369,2.92,36.80114,29.79826,27.03508,57.43,30.671188,40.0,,34.0,27246.317,27212.111,21.225
2002,-0.114220927907823,28128.8460691258,29236.93649615356,5.77235772357723,2.89,37.09029,29.29987,24.69327,53.43,30.795671,33.0,,28.0,28352.544,28312.364,22.636
2003,1.393912964051736,28010.60745569582,29114.04006365325,0.702756121664654,2.95,30.22389,25.80656,24.4208,53.6,27.655171,37.0,,31.0,31802.212,31752.233,23.251
2004,4.784467426258104,28836.51318481045,29972.48101407808,-0.381637771235413,2.9,27.65873,26.47415,25.30166,54.45,26.444075,39.0,,31.0,34434.351,34370.767,23.614
2005,4.134076618675536,29503.90146202452,30666.15997379203,1.31348511383539,2.84,23.88488,26.97828,26.60246,55.77,25.52123,34.0,,27.0,41011.745,40935.146,28.542
2006,5.582667959324382,30605.15599875273,31810.79665306781,2.06352636127914,2.88,23.11995,27.14945,26.61701,56.22,24.314712,34.0,,27.0,47692.14,47603.468,28.438
2007,6.033213570683699,31880.34505373835,33136.21971982226,0.455170953741928,2.9,23.66324,29.95565,27.19463,55.57,24.92694,33.0,,26.0,58235.204,58100.486,29.551
2008,3.251163360790727,32337.19771096549,33611.06934908273,4.55216016859852,2.96,28.7137,30.84736,27.6344,53.97,22.898402,31.0,,25.0,80750.635,80593.905,38.721
2009,0.8831203935653775,31852.26719732231,33107.03578163416,3.35617818988107,2.96,23.99025,31.82349,26.79578,52.74,21.299795,25.0,,23.0,94678.057,94426.323,42.668
2010,5.668515117907333,33048.55458903615,34350.4489816188,2.69137006338374,3.03,21.57565,30.80812,26.98367,52.68,20.716439,24.0,74.0161757309312,22.0,112423.099,111848.891,44.437
2011,5.561139075890125,34247.62328071496,35596.75304638517,3.48494919760705,2.98,22.88765,29.1634,26.57189,50.44,20.784895,,74.4345421504806,,112839.621,112228.485,44.818
2012,2.587653843843455,34491.16010711808,35849.8836124427,1.67920719398055,3.05,21.64244,28.92183,43.48333,52.46,20.392396,,74.6884055622459,,130094.5,129419.232,47.655
2013,4.415501587379239,35348.30685371524,36740.7962697398,1.57025539211264,3.03,20.32987,30.37046,44.4,52.51,20.35099,,74.6968994061306,,153613.073,152678.638,49.312
2014,3.919126892809516,36035.25775228837,37454.80848866274,0.479786761439352,3.08,19.05115,30.84231,44.46667,52.53,21.069465,,74.8893300019765,,154304.795,153546.836,53.136
2015,2.485826288981059,36206.52221716209,37632.8196403202,-0.601291007162425,3.09,20.6989,32.27915,44.40833,51.76,21.764344,,75.0942386956482,,165227.976,164234.247,54.464
2016,4.52168030880658,37109.02181624881,38570.87175242814,-0.551552352993539,3.11,21.216,32.9842,44.28333,51.29,22.278929,,75.1006801251094,,177293.228,175958.326,54.886
2017,4.276595951155926,37953.0404593554,39448.13914581623,0.259414974505786,3.11,19.1551,33.02332,44.775,51.12,22.070936,,75.3190158580882,,215029.54,211424.331,57.005
2018,4.070321887439704,38744.16044048107,40270.42401993331,0.794075660242686,3.09,,,43.71667,49.88,22.431454,,75.5838196547441,,203223.503,198894.991,55.342
2019,4.156137988977335,39591.36875785157,41151.00673964755,0.849783128264134,3.01,,,,48.69,,,76.2536784739376,,259912.108,252458.693,61.246
