year_x,wdi_gdpgr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_inflation,wdi_fertility,oecd_houswealth_t1a,oecd_houswealth_t1f,oecd_emplage_t1a,wdi_lfpyne,oecd_taxapw_t1,kun_wiqreco_all,nrmi_nrpi,kun_wiqreco_full,OECD_PPA,OECD_PFA_USD,OECD_PFA_PC_GDP
2020,-1.857289278112418,38176.75433725868,39680.66587035705,-0.614412358465719,2.9,,,,44.93,,,76.8571794725247,,300489.022,288007.852,65.33
2021,8.611990348469888,40802.14161871991,42409.47604043157,1.51020047690541,3.0,,,,45.75,,,76.8571794725247,,360568.55,342308.984,67.299
2022,6.464668446454496,42594.31887326117,44272.25322126962,4.3935966591265,,,,,,,,76.8571794725247,,307330.16,291238.915,58.106
2001,1.951371556052379,32963.67060902657,43869.42794117134,2.78516542713555,1.25,24.45745,4.8679,26.3,36.28,46.573693,25.0,,23.0,29399.356,24701.357,2.149
2002,0.253942998968455,32998.20319000806,43915.385340484,2.46532319171164,1.27,24.6027,4.98514,25.8,35.27,46.550047,25.0,,22.0,36731.399,31415.077,2.219
2003,0.1386268907765071,32897.39077889762,43781.21997834214,2.67255552772852,1.29,25.18411,5.246343,25.2,34.63,45.973631,23.0,,20.0,48178.674,41126.397,2.335
2004,1.423594158179071,33150.47621694159,44118.03663686648,2.20673661423654,1.34,24.6562,5.19232,27.7,36.71,46.283141,33.0,,26.0,56532.837,48414.216,2.447
2005,0.817848973650598,33257.76980326837,44260.82741735146,1.98529298527983,1.34,23.40794,4.996476,25.675,33.85,45.904517,32.0,,25.0,55899.781,47004.761,2.668
2006,1.790639680817961,33751.7000191328,44918.17035314993,2.09084391012755,1.37,23.36129,4.86785,25.3,32.35,46.054402,36.0,,29.0,69507.376,58729.804,2.872
2007,1.487072980367856,34081.09032987092,45356.53671934852,1.829741122024,1.4,25.72023,5.209361,24.55,30.82,46.388348,34.0,,27.0,87511.042,73811.783,3.105
2008,-0.9620128405792912,33530.36014495967,44623.60201530568,3.34783258401023,1.45,28.88538,5.392951,24.225,30.75,46.645578,39.0,,31.0,88421.897,74721.754,3.278
2009,-5.280937208293096,31615.27081450848,42074.92124550911,0.774768131387384,1.45,29.79545,5.567927,21.55,28.85,46.791249,35.0,,29.0,107690.138,90050.289,3.963
2010,1.71329583916922,32058.17399407981,42664.35527279245,1.52551602118248,1.46,30.44735,5.789402,20.25,28.08,47.175866,35.0,93.3931277454929,28.0,113501.78,94616.605,4.395
2011,0.7073333470344352,32229.45679109041,42892.30556419483,2.78063272879324,1.44,31.20497,5.952468,19.2,27.11,47.596501,,93.4701486951429,,119887.039,99440.6,4.661
2012,-2.980905768237719,31184.55842558958,41501.71123097048,3.04136333226773,1.43,31.28338,5.831435,18.45,28.56,47.722719,,93.470148695187,,141035.477,115636.631,5.396
2013,-1.841065450882482,30257.62742593508,40268.11278927734,1.21999342274305,1.39,30.56351,5.673296,16.275,27.14,47.838911,,93.6239245801559,,163358.56,132168.172,5.942
2014,-0.0045475423638379,29979.91872173579,39898.52646098261,0.241047429826773,1.37,30.57136,5.74337,15.575,27.14,47.780933,,94.0108672291188,,162888.585,130657.933,6.613
2015,0.7783043507165814,30242.38613521843,40247.82904379417,0.0387903996579552,1.35,30.44246,5.673863,15.625,26.19,47.828028,,95.4951862671541,,154990.598,122474.395,6.796
2016,1.293462731559075,30685.64589894298,40837.7376281437,-0.0940166569157271,1.34,31.4035,5.741028,16.55,26.61,47.764797,,98.1586461694253,,165237.554,130334.195,7.291
2017,1.667859041068567,31244.22709892243,41581.12079054799,1.22653316645808,1.32,30.8784,5.660559,17.075,26.18,47.676882,,100.0,,200850.369,157386.538,7.557
2018,0.9258109410127418,31593.48026215985,42045.92146944066,1.13748763600395,1.29,,,17.675,26.08,47.876701,,100.0,,197817.07,153471.22,7.567
2019,0.4831983165971536,32114.29985639943,42739.0499116836,0.611246943765291,1.27,,,,26.08,,,100.0,,218475.462,169151.461,8.381
2020,-8.979126097289225,29373.44509186014,39091.40605501774,-0.13770757391657,1.24,,,,23.83,,,100.0,,256417.27,198114.068,9.72
2021,6.986766416185006,31600.70947633976,42055.54240924128,1.87378325762491,1.25,,,,24.92,,,100.0,,254454.446,194806.067,9.621
2022,3.674683254904281,32902.66513657358,43788.23931355956,8.20128991161718,,,,,25.97,,,100.0,,230364.653,173660.612,8.528
2001,0.3861034261457519,31476.05206657895,36375.5864162464,-0.740055504162799,1.33,52.48573,11.60899,42.05816,46.19,29.883094,35.0,,30.0,535081.214,535081.214,13.265
2002,0.0419624993125609,31416.12417724352,36306.33020480498,-0.923494026942322,1.32,52.43274,12.6026,41.02214,45.39,30.198663,43.0,,34.0,586729.099,586729.099,13.413
2003,1.535125499280127,31830.21758492617,36784.88102508247,-0.256541816316057,1.29,51.92542,10.5152,40.3587,44.68,27.355795,29.0,,24.0,516703.838,516703.838,10.562
2004,2.186115694421602,32515.11580243171,37576.3898917125,-0.0085733882030201,1.29,51.12995,9.97416,40.0905,43.98,27.338675,32.0,,25.0,387820.64,387820.64,7.627
2005,1.803900872273715,33098.54746648719,38250.63801116959,-0.282946068764459,1.26,47.95184,9.15437,40.90964,44.52,27.734618,30.0,,24.0,281840.036,281840.036,6.244
2011,0.0238095237748297,33011.13423010999,38149.61810794167,-0.272455616101254,1.39,53.94173,8.768983,39.06095,42.62,30.848741,,100.0,,1068565.75,1068565.75,16.695
2012,1.374750999208743,33518.44493689205,38735.8963494252,-0.0440645104433029,1.41,52.72935,8.709679,38.3361,41.5,31.274649,,100.0,,965097.133,965097.133,16.69
2013,2.005100176772601,34239.88624736835,39569.63657446902,0.335037912184809,1.43,52.34697,8.433946,39.50899,42.47,31.575901,,100.0,,867930.465,867930.465,17.966
2014,0.2962055141426276,34386.905855287,39739.54112416971,2.75922671353253,1.42,51.12264,8.736232,40.0433,42.96,31.960026,,100.0,,869084.027,869084.027,20.209
2016,0.7538267459035382,35242.19937718807,40727.9688771598,-0.127258844489691,1.44,52.38305,8.106581,42.18013,44.8,32.442855,,100.0,,1598099.563,967680.188,20.763
2017,1.675331751665027,35861.97285458378,41444.21574439138,0.484199796126387,1.43,51.51974,7.781696,42.56338,44.59,32.515095,,100.0,,1623544.686,983196.661,20.07
2018,0.6433910234603388,36138.52908247195,41763.82046944452,0.989094598021806,1.42,,,45.97301,47.39,32.639688,,100.0,,1693427.953,1024786.854,20.404
2019,-0.4021692009109472,36043.78440133654,41654.32791526934,0.468776159383912,1.36,,,,49.08,,,100.0,,1733562.137,1045497.218,20.449
2020,-4.278603687639631,34603.26505643051,39989.57860668175,-0.0249958340276592,1.33,,,,48.55,,,100.0,,1819266.53,1101107.794,21.167
2021,2.14248736902735,35507.57858776824,41034.65678030328,-0.233352779398279,1.3,,,,48.87,,,100.0,,1777064.522,1107617.347,23.026
2022,1.028624866441419,36032.39444213518,41641.16500512004,2.49770278172251,,,,,48.7,,,100.0,,1572415.162,982325.617,23.42
2002,7.72514267547173,18936.95165209743,25591.39904701419,2.76226210296605,1.178,,,31.56901,32.76,16.11149,46.0,,37.0,42664.597,8794.418,1.345
2003,3.147291193734091,19431.97111035344,26260.36841045781,3.51487451459936,1.191,,,31.03528,32.65,16.404462,47.0,,38.0,47553.533,9827.276,1.406
2004,5.197391363243824,20361.06925435446,27515.95176905697,3.59066298882577,1.164,,,31.49383,33.15,17.045936,42.0,,34.0,60866.594,12634.983,1.452
2005,4.308542714112363,21193.35751352983,28640.70623609087,2.75379162735036,1.085,,,30.48404,31.33,17.305513,43.0,,35.0,69382.329,14814.43,1.567
2006,5.264326594667239,22192.18512079444,29990.52200086058,2.24234028518923,1.132,,,27.9804,28.72,18.162303,40.0,,33.0,70666.401,27260.517,2.52
2007,5.799548415032163,23360.90573538206,31569.93119891231,2.53457382137933,1.259,,,26.21745,26.3,19.718794,37.0,,30.0,76050.845,29508.234,2.541
2008,3.012984872811671,23882.73049514929,32275.12525047638,4.6738965553341,1.192,48.91094,1.911214,23.65927,24.14,19.980942,42.0,,33.0,62432.062,24328.791,2.651
2009,0.7926989895181862,23948.47224385815,32363.96865865346,2.75649654493925,1.149,46.30059,1.812642,22.47614,23.1,19.470227,34.0,,28.0,87418.971,32356.186,3.134
2010,6.804824917836712,25451.00415546657,34394.49048905508,2.93928652655687,1.226,45.60062,1.883901,22.67653,23.23,20.147852,28.0,83.4558511667518,25.0,160878.221,40729.181,3.507
2011,3.685667782125265,26186.89754229776,35388.97691244784,4.02596500436097,1.244,46.39052,2.309679,23.19239,23.8,20.495261,,83.8917769767859,,191995.795,47759.385,3.966
2012,2.402530992461863,26675.4401708559,36049.19348735386,2.18707104433313,1.297,44.48861,2.714984,24.10739,24.54,21.045521,,84.3507632467153,,249291.752,63611.962,4.731
2013,3.164708636471843,27394.65030745065,37021.13416410028,1.30134754547411,1.187,44.01691,3.121243,23.93399,24.73,21.512369,,84.6432108106194,,292780.663,81562.274,5.735
2014,3.2024537945736,28094.91770298682,37967.47561799498,1.27477446401322,1.205,43.2555,3.638985,25.59885,26.63,21.705239,,85.4478995222888,,326938.514,98792.783,6.948
2015,2.80910326824133,28732.23107625986,38828.7409976118,0.706331772455739,1.239,42.82269,3.950462,26.72864,28.17,22.02509,,85.4829395961659,,343461.93,108919.142,7.699
2016,2.946881715086263,29461.78400711184,39814.65892792895,0.97168573991219,1.172,43.69691,4.311975,26.93667,28.31,22.31379,,85.7389141802024,,364392.272,122539.087,8.507
2017,3.159635740127769,30307.39523649104,40957.41805871452,1.94433230786365,1.052,43.12156,4.555193,27.1594,28.06,22.504245,,85.8622700616412,,445243.447,158128.803,9.229
2018,2.90740377377135,31053.63792891005,41965.89053509105,1.47583935002643,0.977,,,26.17167,27.33,22.992658,,85.8908787194124,,455006.576,170756.653,10.058
2020,-0.7094153593976813,31372.47126145153,42396.76194419953,0.537288023411772,0.837,,,,26.26,,,96.3536246871094,,560037.067,235563.498,13.206
2021,4.145323954309248,32730.65062788281,44232.20572534866,2.49833333333334,0.808,,,,27.56,,,98.2506386710682,,551074.533,249722.9,14.245
2001,6.323508158828133,7243.562979951781,13990.84384384692,2.48704003555455,1.22,35.9725,0.0,,37.36,42.96926,32.0,,,19.592,14.735,0.224
2002,7.088128656910058,7847.645367924692,15157.62079910208,1.93887573855892,1.26,39.38529,0.0,30.775,37.82,43.1385,27.0,,,43.771,23.785,0.27
2003,8.422862206685693,8591.267912543966,16593.91767804516,2.94264752948481,1.32,40.06647,0.0,30.575,38.82,42.702067,27.0,,,83.734,35.844,0.296
2004,8.284145977873237,9405.061722110951,18165.74940536685,6.19238547197433,1.29,40.44574,0.0,30.4,36.93,42.844819,30.0,,,141.128,49.257,0.326
2005,10.72036595656488,10526.45225066926,20331.70003166107,6.74845027893117,1.39,46.60663,0.0,32.225,38.01,43.142779,31.0,,,197.934,61.115,0.379
2006,11.97183569390215,11895.27505835752,22975.56275574689,6.53619908765875,1.46,44.0506,0.0,35.3,40.86,42.718848,27.0,,,324.805,96.08,0.424
2007,9.941921627623998,13185.06932400345,25466.7829206417,10.0929775849168,1.54,34.41394,0.0,38.125,42.61,42.248624,28.0,,,638.786,135.36,0.405
2008,-3.249120723056024,12891.44234397088,24899.6463833677,15.4023191064986,1.58,33.45201,0.0,37.025,42.85,41.345542,30.0,,,1065.184,147.171,0.431
2009,-14.26014003771317,11237.10892852122,21704.32378518298,3.53410672858941,1.46,34.21577,0.0,27.5,41.23,40.885,31.0,,,1643.087,188.767,0.69
2010,-4.455567259980995,10962.23152515387,21173.40180143567,-1.08463595015159,1.36,31.25188,0.0,25.4,39.74,44.041992,36.0,100.0,,1784.931,207.578,0.859
2011,2.573712363333769,11450.97679837164,22117.4066807932,4.37073559939221,1.33,32.55145,0.0,25.825,37.46,44.205257,,100.0,,1825.743,208.628,0.816
2012,7.042247160545074,12410.36526149921,23970.45251063638,2.25778924374594,1.44,31.0481,0.0,28.7,40.14,44.272202,,100.0,,2191.535,261.276,0.903
2013,2.007966878766368,12795.87829098923,24715.06570862906,-0.0294547782578977,1.52,29.63422,0.0,30.225,39.36,43.717217,,100.0,,2650.11,325.106,1.036
2014,1.902172683805063,13162.65455990565,25423.48910720253,0.620490636732377,1.65,37.11859,9.37603,32.5,40.41,43.020093,,100.0,,2813.121,342.429,1.194
2015,3.885260054267633,13786.45679531137,26628.35468083798,0.174242243625214,1.7,37.24391,10.24353,34.55,41.27,42.51311,,100.0,,2916.523,360.518,1.348
2016,2.368614746644226,14242.57267413189,27509.3363266025,0.140633334505292,1.74,34.15904,11.66778,32.8,39.68,42.607032,,100.0,,3339.659,402.758,1.506
2017,3.312475935874588,14845.33489463827,28673.56339626641,2.93036312374664,1.69,32.17425,13.10362,32.975,39.74,42.909751,,100.0,,4448.308,520.887,1.61
2018,3.991854504707476,15558.69177972107,30051.40256350354,2.53445424186602,1.6,,,33.1,37.71,42.309595,,100.0,,4659.61,528.875,1.584
2019,2.569703887710631,16069.84043232027,31038.67926687471,2.81140920075622,1.61,,,,36.29,,,100.0,,5700.974,628.79,1.824
2020,-2.202985338251423,15826.4126578529,30568.50181563222,0.219064904842049,1.55,,,,34.83,,,100.0,,7003.563,748.393,2.013
2021,4.064016103551666,16609.07514646079,32080.20381792812,3.27582937431157,1.57,,,,32.71,,,100.0,,7637.7,826.983,2.174
2022,1.976185960776661,16947.29262437871,32733.46629827186,17.3102830198815,,,,,36.12,,,100.0,,6794.471,716.98,1.72
2010,1.651240653283665,11106.95021454244,23942.76035675572,1.31921362055463,1.5,37.20555,4.620312,18.275,28.42,40.5977,30.0,98.638833885613,,1515.472,1515.472,4.046
2011,6.039008160403441,12046.72138586938,25968.58342345213,4.13027562645087,1.55,37.11471,4.755565,19.0,28.16,40.712289,,98.7463788075941,,1563.883,1563.883,3.859
2012,3.8438647490634,12678.69268598791,27330.89594838576,3.08998277055416,1.6,37.62869,5.191889,21.5,29.29,40.916591,,98.77740361204,,1886.619,1886.619,4.28
2013,3.55007284270485,13262.33446207706,28589.02666016273,1.04747937065349,1.59,35.86861,5.314124,24.6,31.51,41.111906,,98.7883604951847,,2221.217,2221.217,4.597
2014,3.537009879016111,13850.00012711986,29855.83149103258,0.103758009433715,1.63,36.36083,6.262743,27.625,34.22,40.982305,,98.7883604953512,,2329.612,2329.612,5.245
2015,2.024583954691821,14263.96457734947,30748.19631095287,-0.884097405500613,1.7,36.82426,6.517771,28.35,33.83,41.205057,,98.9352072770194,,2375.968,2375.968,5.844
2016,2.518828273071776,14810.25177862733,31925.80342123173,0.905525075460439,1.69,36.76312,7.253099,30.25,35.34,41.289383,,98.9739541124377,,2713.299,2713.299,6.619
2017,4.282596951207609,15661.9962536775,33761.87123979601,3.72288862303693,1.63,35.42848,7.62097,30.375,35.05,41.074653,,98.9739541124377,,3612.555,3612.555,7.125
2018,3.993310327953267,16443.58528757759,35446.70808291397,2.69792779208397,1.63,,,32.425,36.48,40.634131,,98.9739541124377,,3739.065,3739.065,7.175
2019,4.625103139076742,17249.71844310766,37184.45360132105,2.33450937988024,1.61,,,,37.32,,,99.09153197718,,4517.327,4517.327,8.22
2020,-0.0220737420901997,17241.29523123896,37166.29605678265,1.19989444983569,1.48,,,,36.59,,,99.5160914475771,,5722.509,5722.509,9.359
2021,5.980848084549422,18233.627441788,39305.42262641084,4.68354420903459,1.34,,,,36.3,,,99.6502773456135,,6944.405,6944.405,10.919
2022,1.887795395209466,18366.94022854043,39592.79909286206,19.7050461518394,,,,,36.3,,,99.6502773456135,,6231.369,6231.369,8.747
2001,3.074354999298762,94243.70732339172,101143.1479770964,2.66382110579103,1.66,43.87776,2.035934,,34.46,34.482069,2.0,,2.0,,,
2002,3.225416899720798,96269.57938512156,103317.3310980882,2.07408613571644,1.63,46.33565,2.659046,,34.7,31.586815,1.0,,1.0,,,
2003,2.61937857939165,97597.99691765531,104743.0000884579,2.04984030563515,1.62,45.88188,2.173559,27.0,30.35,32.118925,1.0,,1.0,,,
2004,4.231891307355824,100292.5684791619,107634.8371980183,2.22567916428892,1.66,44.33174,1.749677,23.3,28.01,32.529147,4.0,,3.0,127.104,127.104,0.331
2005,2.482874748114725,101222.0456644007,108632.3600158055,2.48769665164086,1.63,44.78622,1.647359,24.9,28.83,33.394871,8.0,,7.0,377.832,377.832,1.058
2006,6.016715044027407,105614.1798639518,113346.0357815104,2.66631494577072,1.65,42.48143,1.538864,23.3,27.82,34.007649,12.0,,10.0,466.58,466.58,1.037
2007,8.098667606605403,112417.8784580012,120647.8229589627,2.31245861786128,1.61,45.83983,1.420073,22.475,26.49,35.019248,10.0,,9.0,550.436,550.436,0.993
2008,-0.3001761944426704,110094.7923387449,118154.667184464,3.40187963025566,1.61,46.89052,1.59985,23.825,29.02,34.655372,12.0,,11.0,542.095,542.095,0.974
2009,-3.238954026831877,104574.3498876816,112230.0814101483,0.368041997888919,1.59,42.35348,1.929416,26.7,32.26,34.899073,13.0,,12.0,1215.189,1215.189,2.16
2010,3.760413592550947,106544.0572417231,114343.9880893261,2.27367911621542,1.63,42.03043,1.811475,21.2,24.73,35.272591,12.0,100.0,11.0,1067.266,1067.266,1.884
2011,1.044298694557313,105290.2490488265,112998.3904765976,3.4106834106834,1.52,44.85929,1.917587,20.7,24.87,37.255858,,100.0,,1075.902,1075.902,1.876
2012,1.649902029786517,104487.7442387039,112137.1354913279,2.66284165508017,1.57,45.23293,2.131326,21.725,26.77,37.078398,,100.0,,1189.597,1189.597,1.938
2013,3.171790499160053,105338.9560592834,113050.6632543361,1.73403963519166,1.55,45.13812,2.15172,21.925,25.9,38.223856,,100.0,,1322.695,1322.695,1.954
2014,2.623086015771918,105583.9370141227,113313.5788979435,0.628543985440705,1.5,43.92007,2.52712,20.35,26.32,38.635,,100.0,,1801.372,1801.372,2.865
2015,2.269784484195654,105462.0125844226,113182.7285633651,0.4747431614378,1.47,44.37729,2.517656,29.05,35.18,39.488219,,100.0,,1571.792,1571.792,2.667
2016,4.978190436816291,108351.4521589331,116283.6996812855,0.290833333333306,1.41,44.94356,3.173499,24.925,30.7,39.579291,,100.0,,1658.995,1658.995,2.8
2017,1.317187662936774,107142.1275564427,114985.8422359888,1.73079959118897,1.39,45.90802,3.251594,25.8,30.45,37.792258,,100.0,,1941.139,1941.139,2.783
2018,1.219321918563594,106376.7835657633,114164.468558094,1.52819524307373,1.38,,,28.4,33.12,38.165632,,100.0,,1852.702,1852.702,2.691
2019,2.319925200937377,106729.0248824239,114542.4969339557,1.74332075653843,1.34,,,,34.62,,,100.0,,2020.042,2020.042,2.883
2020,-0.7974355892225873,104128.2421110373,111751.3147513618,0.819957302126994,1.36,,,,32.36,,,100.0,,2245.728,2245.728,2.825
2021,5.102455446568044,107792.189003826,115683.4937082647,2.52692009066169,1.38,,,,35.38,,,100.0,,2186.632,2186.632,2.67
2022,1.548714616173896,107660.1374223418,115541.7748282886,6.33600807777923,,,,,33.44,,,100.0,,1687.767,1687.767,2.025
2001,-0.4043901266928458,8782.145867076133,17596.78673660148,6.36773806235032,2.669,,,,49.56,13.29133,56.0,,47.0,27187.641,27187.641,3.516
2002,-0.0398444814685348,8646.180868327365,17324.35365215523,5.03072733151299,2.623,,,,47.24,15.874748,47.0,,38.0,31515.918,31515.918,4.359
2003,1.446382683703604,8641.73975883169,17315.45500052133,4.54690012118717,2.579,,,,47.15,16.820677,52.0,,43.0,35736.558,35736.558,5.103
2004,3.920590810287905,8849.529248756458,17731.80282662851,4.68840884843147,2.536,,,,46.96,15.300682,55.0,,45.0,42779.002,42779.002,5.459
2005,2.307807065917359,8925.255441264253,17883.53540772013,3.98805714597435,2.495,,,44.56959,47.89,14.743151,55.0,,45.0,77924.905,77203.026,8.701
2006,4.495077894214077,9200.421932244137,18434.88653899484,3.62946762439129,2.456,,,44.97155,48.38,15.054513,50.0,,40.0,97911.129,96665.5,9.894
2007,2.291445714298021,9288.18201392369,18610.73142527615,3.96684905458234,2.421,,,44.88049,48.35,15.937642,54.0,,44.0,112399.085,103622.112,9.788
2008,1.143584587194013,9276.074346874308,18586.47129134413,5.12498274575897,2.391,,,44.07472,47.72,15.082913,53.0,,43.0,98124.73,90798.782,9.95
2009,-5.285744136817513,8677.776544426439,17387.6619121784,5.29735584228859,2.364,,,42.1897,46.92,15.323398,58.0,,47.0,116944.426,107810.618,11.575
2010,5.118118143211632,9001.705095172758,18036.71758850789,4.15672722680176,2.34,,,42.48571,47.07,15.984065,59.0,75.1392635012653,46.0,146062.148,134749.416,12.457
2011,3.663007929500935,9199.165379983717,18432.36878507858,3.40737824605736,2.317,,,42.27063,46.86,18.730213,,75.9828798128724,,142650.391,132380.799,12.629
2012,3.642322679413468,9401.997683718151,18838.78389661632,4.11150981070293,2.294,,,42.79784,47.22,19.008463,,76.9629530750006,,181574.006,168563.291,13.864
2013,1.354091961516787,9404.616060129598,18844.03033774878,3.80639069747207,2.269,,,41.97339,46.34,19.257555,,77.4776028775888,,194770.38,181254.669,14.561
2014,2.849773254906879,9553.286174076013,19141.92066305402,4.01861608078673,2.211,,,41.24504,45.54,19.529179,,78.3390207633065,,195520.678,181880.956,15.31
2015,3.293151528333865,9753.400562322257,19542.88988699917,2.7206406496403,2.137,,,40.95737,44.83,19.800317,,78.4760933220371,,175939.065,163963.459,15.191
2016,2.630532424550893,9897.170878059322,19830.96248603939,2.82170784747653,2.086,,,40.80734,44.23,20.107327,,78.5219693934318,,156502.576,145819.631,15.018
2017,2.113129135496948,9997.707941686249,20032.40861259482,6.04145724018992,2.041,,,40.75231,43.81,20.366124,,79.6074606683523,,185638.118,173620.765,15.662
2018,2.194994725226977,10120.38482925532,20278.21630706228,4.89935015356549,1.996,,,40.7422,43.79,19.654126,,80.2788628146706,,194030.814,181696.803,15.203
2019,-0.199047772272948,10013.7242540995,20064.50049971542,3.6359614212705,1.916,,,,44.88,,,80.4587844969523,,241099.407,232007.208,17.885
2020,-7.987912340147489,9147.07274359347,18327.99076323964,3.39683415569999,1.905,,,,39.99,,,80.4865521482288,,264178.211,254939.782,21.706
2021,4.720565297680807,9525.429718804884,19086.10468025631,5.68920847683764,1.822,,,,44.31,,,80.4865521482288,,284235.073,274812.89,21.922
1992,1.706070897200533,31911.83537191155,37405.9299673421,3.18358181761553,1.59,,,,60.92,,8.0,,7.0,254518.84,254518.84,73.088
1993,1.257552157835732,32088.70659954313,37613.25219362333,2.58418448671794,1.57,,,,60.48,,7.0,,6.0,273156.054,273156.054,80.788
1994,2.961092569146345,32840.2781037327,38494.21785177253,2.80152463293184,1.57,,,,60.59,,7.0,,6.0,280228.328,280228.328,77.177
1995,3.116035985659153,33696.74382819831,39498.13682213008,1.92322003453521,1.53,19.22155,37.42352,,62.0,,8.0,,7.0,352253.153,352253.153,81.415
1996,3.498742120579294,34715.16163061252,40691.89031673889,1.94936713166006,1.53,19.23465,37.58311,,61.11,,5.0,,4.0,391442.468,391442.468,91.158
1997,4.329053404525496,36032.04024584769,42235.48906882868,2.1092456273948,1.56,18.52666,37.08146,,63.08,,4.0,,4.0,398976.714,398976.714,101.49
1998,4.663917160152465,37480.70944777324,43933.5681069516,1.95913632274256,1.63,18.49715,36.64867,,66.11,,3.0,,3.0,425306.591,425306.591,103.692
1999,5.034048151818354,39106.38816171993,45839.1314634489,2.15717918055056,1.65,18.14234,36.15837,,67.7,,1.0,,1.0,477553.63,477553.63,114.897
2000,4.195642497869102,40456.94223744739,47422.20340478373,2.36052233801956,1.72,17.75398,37.92474,68.725,72.16,40.043015,1.0,,1.0,437109.285,437109.285,113.058
2001,2.326955086992584,41087.04217326902,48160.78436689651,4.15584127195611,1.71,18.73633,39.00198,70.4,73.57,37.350382,1.0,,1.0,404910.181,404910.181,95.344
2002,0.2172735949495603,40914.32550267678,47958.33196611568,3.28753104712768,1.73,19.79318,41.00526,70.05,73.92,37.447259,2.0,,2.0,417138.253,417138.253,79.373
2003,0.1556458980170135,40785.12222162058,47806.88442866089,2.09199838997658,1.75,20.20394,41.91162,68.35,73.57,37.171713,3.0,,3.0,609552.849,609552.849,94.113
2004,1.984945714221524,41450.40426972659,48586.70462420775,1.26364739183177,1.72,20.88152,40.16772,65.85,72.0,38.834032,6.0,,5.0,723379.982,723379.982,100.338
2005,2.050876108138809,42201.77541330816,49467.43542670594,1.68813017869622,1.71,20.63926,41.65642,59.325,67.32,38.919605,6.0,,5.0,730883.135,730883.135,112.465
2006,3.460988954115024,43592.30274492209,51097.36261133312,1.10150106517704,1.72,21.37965,41.27329,60.45,67.19,38.400642,6.0,,5.0,884865.96,884865.96,114.94
2007,3.77284252073882,45138.67843679802,52909.96975722058,1.61385859802103,1.72,22.73032,40.36344,63.075,69.58,38.672191,6.0,,5.0,1137126.589,1137126.589,124.756
2008,2.170324851336034,45939.14819878462,53848.25223169712,2.48650198289454,1.77,21.9292,44.96933,64.275,70.32,39.200442,6.0,,5.0,932778.575,932778.575,103.561
2009,-3.66688393735825,44027.60255777063,51607.60572723178,1.18977687021549,1.79,22.46368,45.44136,62.9,70.03,38.021452,4.0,,3.0,979400.554,979400.554,108.804
2010,1.342739336365526,44390.50440981345,52032.98650224294,1.27530569556686,1.79,21.48492,47.49599,60.7,68.26,38.096998,5.0,90.0388171909694,4.0,1015665.663,1015665.663,118.919
2011,1.55118931244651,44869.31294130938,52594.2290064164,2.3410701775137,1.76,20.86348,51.33596,61.275,68.09,38.033615,,94.01096095107,,1055651.904,1055651.904,125.449
2012,-1.030353991484361,44242.97352613042,51860.0559942119,2.45554765291609,1.72,20.42437,52.98167,61.125,69.21,38.619973,,94.22799137295,,1229054.085,1229054.085,142.661
2013,-0.1301752884499194,44055.30425904731,51640.07668623038,2.50689852657884,1.68,20.67779,52.13732,60.075,69.2,40.646542,,94.22799137295,,1335091.54,1335091.54,146.577
2014,1.42339539510084,44521.89453902763,52186.99738612058,0.976035079699661,1.71,17.88139,56.86221,58.8,67.35,38.970531,,99.7731276357906,,1282009.469,1282009.469,157.236
2015,1.95916972105708,45193.40321879707,52974.11622009485,0.600248147278775,1.66,17.23574,57.76314,60.75,68.47,36.954461,,99.7731276358018,,1266433.541,1266433.541,168.585
2016,2.19171371926123,45938.78504408647,53847.82655454482,0.316666666666663,1.66,16.45268,59.33701,60.825,68.2,37.245227,,99.7731276295859,,1360624.901,1360624.901,182.229
2017,2.910902513150049,46997.34545419615,55088.63380067443,1.3814587140721,1.62,16.81709,58.60603,62.275,68.35,37.361555,,99.7731276295935,,1631230.294,1631230.294,184.266
2018,2.360915094785128,47826.81911728431,56060.9136269404,1.70349794744475,1.59,,,63.925,68.87,37.672987,,99.7731276295971,,1538569.705,1538569.705,173.611
2019,1.955588415740465,48443.73205402828,56784.03725298241,2.63369910249593,1.57,,,,70.01,,,99.7731276295982,,1773745.247,1773745.247,194.194
2020,-3.886083918196093,46303.21886246999,54275.0030465677,1.2724603778917,1.54,,,,68.74,,,99.7731276295982,,2100028.263,2100028.263,214.854
2021,4.863219149338477,48301.52896001897,56617.35179244215,2.67572008805381,1.62,,,,79.06,,,99.7731276295982,,2079831.888,2079831.888,210.931
2022,4.47824000062991,49979.85269598766,58584.62379038655,10.0012078753473,,,,,81.76,,,99.7731276295982,,1541194.336,1541194.336,150.745
2001,3.410881441700326,31690.09700642394,33645.74076416581,2.62581630392901,1.97,,,55.33973,62.97,19.36221,6.0,,6.0,7443.117,7443.117,15.277
2002,4.713962641841519,32612.47121164853,34625.03607494536,2.6770925771161,1.89,,,56.15985,63.63,19.416535,7.0,,7.0,7418.54,7418.54,13.219
2003,4.728476454369243,33487.09224976709,35553.63129854021,1.75357444759553,1.93,,,55.86916,62.41,19.459168,4.0,,4.0,8640.58,8640.58,11.594
